,audio_no,chunk_id,chunk_path,transcription
318,43,318,./audio_chunks/audio_43_chunk_318.mp3, we can use it for cultivation Oxford Dixon has not yet established a PR what they have established is that any tree that starts to bloom it will be reproductively matured so if it is reproductively matured we can use it for cultivation and we can use it for growing plants that is why we have not established it we can use it for growing plants
319,43,319,./audio_chunks/audio_43_chunk_319.mp3," We have to take 25 years of wood to get it. It is very difficult to get 25 years of wood. We are not able to get it. We have to take nursery leaves and plant it. We will get 3-4 sq. feet of Bija barks. We can use that Bija barks for bedavani. We will not get any of that. Sir, actually I am a seed seller. I am selling IWA seed and Bija barks."
320,43,320,./audio_chunks/audio_43_chunk_320.mp3," If we compare it with the seed sold in the market, the IWST seed is actually more. But the seed sold in the market is smaller. What is the difference? We have done a study on the seed. We have done three types of seed. One is small, medium and the other is big. We have done three types. The medium is big."
321,43,321,./audio_chunks/audio_43_chunk_321.mp3," I think this would be a durchableох high quality agriculture if you can graze and grow book-rate seeds. One assumption is that if there is a big seed, it will grow fast. No, that is not the case."
322,43,322,./audio_chunks/audio_43_chunk_322.mp3," If there is a seed, it contains more fatty acids. If there is less, it contains less. So germination has nothing to do with it. So this seed can be taken any year? Yes, seed comes to us in the second year. One comes in April and the other in September and October. We can take seeds in any season and plant them in the field. Ok."
323,43,323,./audio_chunks/audio_43_chunk_323.mp3, How many saplings can be grown in a kg of seeds? We get 5-5000 beehives per kg. It is a well-treated beehive. 50% of the seeds are germinated. The length is of a third the length of a finger.
324,43,324,./audio_chunks/audio_43_chunk_324.mp3," What happens when you add lime to the tea is that read redistributed to all the assignedいい categories. Seems there is no benefit in adding to certainandro, it is shown there caught. If we add... As a result, a 50 percent generation is seen. The"
325,43,325,./audio_chunks/audio_43_chunk_325.mp3," We can also use it for seeds. When we do nursery work, we spray insecticide and fungi on the first day of the week. We spray it once a week. When we spray it, the seeds that we sow do not give any good results. People tend to stoop placed at the base of their seed. The seeds stay tall, low, and high in energy until they are WITH GENERATION. If we sow nothing, the media will turn us over That is why people like to do this. A big massage will help. A massage will make me feel better проверing my body high and low."
326,43,326,./audio_chunks/audio_43_chunk_326.mp3, Fusarium and Pithium fungus and also nematode fungus Nematode fungus is mixed with other fungi and it harms the roots Where the powder needs to be nicely mixed and 둘 Moses sprays it
327,297,327,./audio_chunks/audio_297_chunk_327.mp3," Music You might have heard about the blood moon in the movie Pushpa. The blood moon is not as simple as it looks. But the market is very big. So, there is no fear that it will be less in price. The blood moon is the most popular thing in India."
328,297,328,./audio_chunks/audio_297_chunk_328.mp3," The blood moon is a tree that lives in the forest. But smugglers, thieves, and thieves have tried to destroy it. Even now, they can do business by destroying the blood moon. Because, there is a good source of blood moon. Even if the blood moon is small, people can use it in many ways like beauty, beauty, etc. There are many people who have the blood moon in their house."
329,297,329,./audio_chunks/audio_297_chunk_329.mp3," This blood moon is very important for the world. We will explain some of the special thoughts that you know about the birth of Kempu moon. By the way, what do you know about this Kempu moon or blood moon? In India, the most famous tree of the ancient times is the blood moon or red sandal. The red sandal is the symbol of the red moon."
330,297,330,./audio_chunks/audio_297_chunk_330.mp3," It is known as the Red Chandra, the Sandalwood, the Blood Chandra, the Red Chandra. Do you know what are the main features of this tree? Kempu Sri Gandha is a small tree of 5 to 8 meters in height. But its color is very attractive to the people of this area. The color of the forest Kempu is very attractive to the people of this area. Kempu Chandra is very popular in the Asian countries and in the whole of the world. It is known for its lexical qualities."
331,297,331,./audio_chunks/audio_297_chunk_331.mp3, at the head to baby Kelly the lexical um she деньги R Moreau in a son kita peat Oh oh yukura this is an fetal
332,297,332,./audio_chunks/audio_297_chunk_332.mp3," and they grow it in their home. Do you know the speciality? Even though the Kempu Chandana is an invaluable treasure in India, the knowledge about the cultivation of these trees in India is only limited. The trees in the forest are also the treasure of the black smugglers. When they were grown in the fields, they were very old. This is often seen only in South India. The Kempu Chandana is also known as the Kempu Chandana of India."
333,297,333,./audio_chunks/audio_297_chunk_333.mp3, Do you know what are the vähän hmm
334,297,334,./audio_chunks/audio_297_chunk_334.mp3," The Kempu moon should be in a forest-free environment. When the earth is frozen, it will be able to absorb 45 cm to 45 cm of water from 4 m to 4 m away. The Kempu moon's release is from May to June. The Kempu moon will be able to absorb water immediately. Later, due to the conditions of the weather, it can be kept in water for 10 to 15 days. The Kempu moon is also very beautiful."
335,297,335,./audio_chunks/audio_297_chunk_335.mp3," It is not possible to not destroy the garden after losing property, There is also a reason to stop the manukrota erosion If the tree need to be cut degli nidhana properly we require dam This tree is 150 to 175 cm tall. It is 9 meters tall for a single tree. It has grown 6 meters in 3 years."
336,297,336,./audio_chunks/audio_297_chunk_336.mp3, This tree does not tolerate heat. Kempu Chandana is a historical and precious tree in China. Kempu Chandana is also very important in the Belaibaalu trees. Kempu Chandana is a plant that grows as a medicine in the middle of a tree trunk. Kempu Chandana is used to treat the problems of the genital area and to reduce the size of the stem. Kempu Chandana is also used to treat the problems of the genital area and to reduce the size of the stem.
337,33,337,./audio_chunks/audio_33_chunk_337.mp3, Welcome to the World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of Games The World of
338,33,338,./audio_chunks/audio_33_chunk_338.mp3," As we start planting potted plants, we won't be able to locate and search everywhere because potted plants are pathetic and not willing to crack open они Mostly Dagaji물a plants are not found easily There is a chance that there may beunting termites or comes there and there is a chance for myостиICai But we are playing this game, its good because it lets water pitcher when they fell off the"
339,33,339,./audio_chunks/audio_33_chunk_339.mp3, after spraying the water you will get some protection when you spray the water you will not have to use primary roaster remember this you can use primary roaster or spray the water on the head what is the name of the plant? Manjane you will not have to use primary roaster
340,33,340,./audio_chunks/audio_33_chunk_340.mp3, The primary host role is to support the plant for two years The secondary host role is to support the plant for two years
341,33,341,./audio_chunks/audio_33_chunk_341.mp3, in this situation when you arebolding a has to be please Thank you.
342,33,342,./audio_chunks/audio_33_chunk_342.mp3, this is the survey tree this is the Nukya tree these three trees grow very fast you can see the difference because after the primary host is gone the secondary host starts to connect if you see the three tree's features all the trees grow straight none of the trees will be connected to this tree so the secondary host will not be connected to this tree
343,33,343,./audio_chunks/audio_33_chunk_343.mp3," If you have available roots around theiary tree it will grow from 3 trees This tree will start in the morning. If you want to suppress the tree, you have to prune that tree."
344,33,344,./audio_chunks/audio_33_chunk_344.mp3, you can cut the growth and grow it in a controlled manner the same kind of trees will grow the same kind of trees will grow but with less advantages so you can grow different kinds of trees with different nutrients and advantages this will give you good advantages you can use the same ration for the collar this is for people who want to wear sandals
345,33,345,./audio_chunks/audio_33_chunk_345.mp3," initial care is required when the tree starts to grow, the support of the tree is there and after 8-6 years, the trees that are in the vicinity will automatically grow this is one another thing is that the roots of the sand will not be here the roots will spread out and not be able to grow so when you put 5 metres distance between the trees there will be space in the ground this is the sand that is used for growing papaya"
346,33,346,./audio_chunks/audio_33_chunk_346.mp3, at least for once or twice a year fruit comes in and comes hard that crop crops are generally bred if grown in a home in the fungus could grow in 5 years if grown then it is possible because when weeds are not eyebrowed and we take care are tractor ploughing till 5 years it could be 5 years this effort will be to form a cover
347,33,347,./audio_chunks/audio_33_chunk_347.mp3, playforms played & Vàag
348,33,348,./audio_chunks/audio_33_chunk_348.mp3," here we have sandalwood, sandalwood is used for making sandals now we have a question, sir, is this made of cup sandalwood? because this is a Bijapur sandalwood, so it is made of cup sandalwood cup sandalwood is also sanded, but what happens is, there is a lot of clay in the cup sandalwood when the clay is a little dry, cracks are formed what happens to these cracks is, the wood is called a bair"
349,33,349,./audio_chunks/audio_33_chunk_349.mp3," the soil will be exposed to air and that air will cause the growth of the plant so what they do is if there is a growth in the soil the cracks will come and they will operate a ploughing disc and they will put the soil in the cracks they will give irrigation there is a way to manage all this but if kept, no problems will come this is what you can understand this is how you can manage this"
350,33,350,./audio_chunks/audio_33_chunk_350.mp3," The họp is in this middle section in the center of the pot The wet grass will engage the crop's capacity for alive The same wet grass keeps the food supply 묻h I'll post those photos with you, last time."
351,33,351,./audio_chunks/audio_33_chunk_351.mp3," You can try to understand it? Yes, Yes! You can try to understand it. How can it be possible? How can it be possible? I have written it. I have written it. Sir I have written it that you cannot take any other property other than a tree. It is like sand. Because you will not get loss if you take that type of property. Thank you."
352,33,352,./audio_chunks/audio_33_chunk_352.mp3, All nutrients are d Sinnote 4000 15-18 years you are growing badgeya The mere waste that is made of these bodies are only found in these Senior
353,33,353,./audio_chunks/audio_33_chunk_353.mp3," and between those four, a permanent host is given that permanent host may be a Bound or a Bickey or any other plant that is in the range of 5-20 years or a high yielding dwarf variety that is selected and placed and ready if you want to grow any forestry crops or timber bedding or sandalwood"
354,33,354,./audio_chunks/audio_33_chunk_354.mp3," The primary products used in a single crop is wood but these two are products which are primarily made from wood Everyone has a different opinion Like in Srinivasi, they have got through with other crops But it is not the case in the area of dealing with hardnotes The yields suggest to prepare fruits But this is better than that."
355,33,355,./audio_chunks/audio_33_chunk_355.mp3," it is not easy send more analyse isso if it passes 4,5 days, peacefully will get a great"
356,33,356,./audio_chunks/audio_33_chunk_356.mp3," and Then when you clean the whole world, water gets pumped and the walls will be hollow. That's why there are so many problems here."
357,33,357,./audio_chunks/audio_33_chunk_357.mp3, management is very important for that we have a concept that the tree is not a jungle tree and if we keep it for a year it will grow back we have a concept that the tree is not sensitive and it will not damage the bark bark is a protective layer if we stop the bark there is a higher chance of it getting into the hole so be careful another thing if we keep it for 5 minutes
358,33,358,./audio_chunks/audio_33_chunk_358.mp3," when the branch is spread, the tactor movements will be there and you can stop it in small medicines, it is ok if the tactor doesn't damage, it is ok if the tactor damages, there may be a root or a stem if it damages, you can stop it have you heard of Namdhari plantation? have you heard of it in IT? have you heard of it? there, for 17 years, they have been administering it to me and since then, I have been doing all the videos and taking photos it is a very important item"
359,33,359,./audio_chunks/audio_33_chunk_359.mp3," because he expected 10 kgs of weight for a tree it was not wrong, it was coming but he did not notice it during the tattoo operation the skin was still there due to the skin, the water entered and the inside part was hard and he ate it what will you do?"
360,33,360,./audio_chunks/audio_33_chunk_360.mp3," I have not written any book about this. I have seen Kannaram, I have seen him in other fields, I have spoken to him in other places. I have told you all this. Because I have not received any book about this. They have utilize this carefully, used to take skincare我會特別小心地 take after no return case daily or in a week's time and ensure it has proper condition."
361,2,361,./audio_chunks/audio_2_chunk_361.mp3," I am going to але bhus 44th street of Ganesh ,K separately This is beautiful 10 years old"
362,2,362,./audio_chunks/audio_2_chunk_362.mp3," it is 50 to 60 cm long it has been surrounded by trees it is above 1-2 feet till here it is hardwood can we use seeds for germination here? yes, we can use this tree this is a small tree this is an indication"
363,2,363,./audio_chunks/audio_2_chunk_363.mp3, this bark is open and the hardwood is started this is the clear indication see the start is not there what is the start wood in this you can see the start wood the weight is about 1.25 kg Krishnapuram what is this this is more than 1 inch this is not less than 3 inches
364,2,364,./audio_chunks/audio_2_chunk_364.mp3," if you take 3 inches from the bottom to the top if you take 3 inches so this is 4 feet so 4 feet into 3 inches 4 feet so what I would say is if you take 3 inches or 3.5 inches if you take half a feet here, you will get 1 kg so if you take like that"
365,2,365,./audio_chunks/audio_2_chunk_365.mp3, and then I will get another 7-8 kgs root will be left root will be left I will cut it from the bottom so atleast in the next in the roots you will get 1 kgs here also 1 kgs in the next 5 years how much it will grow? in the next 5 years it will grow to 1.73% it will grow this much every year so into what we estimate into 1.73%
366,2,366,./audio_chunks/audio_2_chunk_366.mp3," every year rate of growth in open area the ratio of hardwood is good but in the other area the formation of hardwood is more so it is open we have to be careful where we shall sow how many years others, we have to be cautious I have already grow hardwood my 2nd plant and 2nd one I will primer toosa here is the Ghana variety as you can see"
367,176,367,./audio_chunks/audio_176_chunk_367.mp3," Aranya, our government is giving many schemes but the government schemes are not being implemented In today's world, the most costly wood is Agarwood It is a very expensive wood 1 kg of wood is worth 6 lakhs Oil is even more expensive Approximately, we can guess 2-3 crores What is happening to the youth is that"
368,176,368,./audio_chunks/audio_176_chunk_368.mp3," I want to be a good person I want to have a car in front of my house I want to have gold in my hands I want to have gold in my hands I want to change my style If a youth thinks, he can do anything He can do anything He can say, I want to drink the flesh of a cow I want to drink the flesh of a cow I want to visit my farm once I want to visit my farm once and see if a youth has any kind of bond and if he doesn't have any bond then at least for a month"
369,176,369,./audio_chunks/audio_176_chunk_369.mp3," Namaste to all viewers, my name is Suresh babu, this is green wood farm near KMF dairy farm this is a green wood farm which is located in Karnataka, this is a big farm which is 68 km from bangalore, you can search green wood farm on youtube or google and you will get live video"
370,176,370,./audio_chunks/audio_176_chunk_370.mp3," we get the information about the farm it is 1 km away from KMF Dairy this is a natural agriculture what is happening with our land if we are going to buy one seed, one crop, one crop our land is getting lost that is why we are doing this natural agriculture in this 3rd floor the speciality of this green mid farm is decorating the land"
371,176,371,./audio_chunks/audio_176_chunk_371.mp3," if there is no such agriculture, then our farm is not there we have kept every kind of agriculture concept in this, we have kept the concept of chicken, chicken, fish, fish, vegetables, the way of farming, the way of gardening, the way of farming, medicinal plants, agritourism, the way of running a household, everything we have kept this concept in the way of feeling like this is a good forest here our entire agriculture"
372,176,372,./audio_chunks/audio_176_chunk_372.mp3," In our farm, every week we get training from Gulbarga, Haveri, Koppala, Beether Our training is different, the special thing is that we have to learn 50% of our farm We have to learn the method of building our farm and the other 50% is from the theoretical concept we have given The theoretical concept is that, any projectors"
373,176,373,./audio_chunks/audio_176_chunk_373.mp3," I am not showing it on TV or on TV. What I am earning now, what I am earning from my farm, what I am earning from my farm, I will give them the explanation live. This is the real happiness. Today, so many youths, definitely, if I ask the Karnataka community, the youths, leaving their ancestral property, studying SLC or PUC degree, in Bengaluru, doing hard work for 10,000 rupees, doing hard work for the last 10 years, what they have achieved in life,"
374,176,374,./audio_chunks/audio_176_chunk_374.mp3," and the time when we have to pay a lot of money and leave the land and parents in the village and live in all ways and there are many situations where life is not possible please visit my farm once and in this farm if a youth does not have any any kind of land how can he earn atleast Rs.150,000 per month and live peacefully what happens is that if you invest Rs.50,000 you can earn Rs.1000"
375,176,375,./audio_chunks/audio_176_chunk_375.mp3," The method to follow is scientific. The scientific method should be in accordance with the knowledge of the youth. The youth should understand the meaning of the word. The main thing I have done is that the youth should be the main thing. We should make them happy at night. When they are tired at night, they should have two cars in front of their house, with golden posts once in between."
376,176,376,./audio_chunks/audio_176_chunk_376.mp3," youths are thinking about this so what I say to youths is please go there and become an office boy become a delivery boy become a security boy become a P1 instead of earning 10, 15, 20 thousand you are a wonderful Pithraajit Aasthi in our land we don't have borvel we are doing it in the rainy season minimum we earn 72 lakhs per year but every year"
377,176,377,./audio_chunks/audio_176_chunk_377.mp3, and youth is saying that I am doing this for the sake of my education and I am doing this for the sake of my education I am giving this as a message and this concept is given to youth and Vivekananda says that if youth changes the country will change if youth changes the country will change if youth does not change the country will not change because if youth understands then they can do anything they can do anything so he says
378,176,378,./audio_chunks/audio_176_chunk_378.mp3," we call it as a way to get rid of the hell and the flesh of the cow because if there is youth, the country will change in this Samagra Kursi, the concept is pet animals, all types of pet animals are there we are growing the chickens as the main commercial there is chicken, there is chicken's hen there is 1000 sheep, there is 700 bloods there are 600 cows, there are 35 animals that are left alone, there are lich, dragon fruit cow, cow, thing"
379,176,379,./audio_chunks/audio_176_chunk_379.mp3," like jackfruit, jackfruit, cardamom all these are the concepts that we have all these are the trees that are planted along with that we have planted a garden in the nature of the land in that garden we have the food that we need along with that we have the trees we have the food that we need we have the peace and happiness we have the land that we need"
380,176,380,./audio_chunks/audio_176_chunk_380.mp3, this is used for training and farming this is the specialty of our farm farm agriculture is a long term crop because we have to grow rice in the farm if we want to grow rice we need 10 to 15 years so till then we need to invest
381,176,381,./audio_chunks/audio_176_chunk_381.mp3," but they are not motivated to get half of the money so what do you say sir? you asked very well sir, from 2020, 12 years are required what I am saying is as per the Shunya Bandwala you take any farm the government will not give 5pcs of land but will give the land for your farm they will give the land for the maintenance after that, you can plant trees but there will be a water shortage for that, you can grow water and make small crops what I am saying is you can grow vegetables and crops"
382,176,382,./audio_chunks/audio_176_chunk_382.mp3," If you are selling tomatoes for 20 rupees, you will get 2 rupees. If you are selling tomatoes for 2 rupees, you will get 1 lakh rupees. I am asking you to do marketing yourself. When you do marketing, you will look like a beast. If you do marketing, you will fail in many fields. If you sell tomatoes for 5 rupees, you will fail in many fields."
383,176,383,./audio_chunks/audio_176_chunk_383.mp3, the market price is 40 rupees the farmers are not getting any income so we are saying that we farmers should build a market so the government is saying start FPO's start farmers producing organizations people are not getting awareness start it start marketing methods your media is very popular start a media you will get marketing that is why I am saying
384,176,384,./audio_chunks/audio_176_chunk_384.mp3," you can make it as a stone method every stone method has different types of wood if you leave 4-5 trees in it then you have coconut, adike, neelagiri, silver, teak I know that there are many more for these many trees no work can be done on the lower side no work can be done now there is a stone if you leave all the stones no work can be done on the lower side yes sir no work can be done on the lower side"
385,176,385,./audio_chunks/audio_176_chunk_385.mp3," what all plants should be planted should be done with knowledge as far as I know, we can plant Shunti we can plant Harsini Kumbha we can plant Menas or we can plant Yelakki we should do this kind of knowledge or you can plant a tree and if 2-3 people cut it it will grow well and you can plant other plants from that so from this the tree will grow and you will get a place to plant plants people will not know"
386,176,386,./audio_chunks/audio_176_chunk_386.mp3, we have planted trees but nothing is happening below what can we do? we have planted trees this is also an innovation we have planted a heba plant in 12 feet this is not a real method we have to plant it in 12 feet why have I planted it in 12 feet? because I plant it in 23 times a year if I plant it in 23 times a year it will grow in the next area now I have planted a sree ganda between two heba plants I have planted a host of sree ganda I have planted a sree ganda
387,176,387,./audio_chunks/audio_176_chunk_387.mp3, in 20 years it will grow slowly now 1 kg is 16 lakhs in Sri ganda 16 lakhs for 1 kg how many lakhs will be sold in our 600 we don't need to check that we have the soil we have the stem for the purpose of giving the stem to the stone for wood or play wood sheet minimum 10 is 5000 now we will say water is dead now it will be picked minimum is nice
388,176,388,./audio_chunks/audio_176_chunk_388.mp3," I will take it for Rs. 5000. I will take it for Rs. 5000. I will take it for Rs. 1000. It will be Rs. 50 lakhs. It will be 50 lakhs. It will be a hum on time. It will be a savings. I am saying that our youth and our people should be self-sufficient at night. They should take their car at night. If you are looking for this concept, in the nature conservation, keep everything in the nature."
389,176,389,./audio_chunks/audio_176_chunk_389.mp3," you can come from the chicken, chicken from the mutton from the mutton you can come from the fish, from the fish you can come from the fish, from the fish you can come from the fish, from the fish you can come from the"
390,176,390,./audio_chunks/audio_176_chunk_390.mp3," in the same way, we have to be very wise in every field now we have to say that all the lands are dry lands I have planted only the trees that are dry lands I have not planted trees that require water some people say that you have to plant trees with a lot of water I have planted trees that require water I have planted trees that require water I have planted trees that require water"
391,176,391,./audio_chunks/audio_176_chunk_391.mp3, we have stocked it in silage in the rain we open it in the base and put the seeds in that we will put the seeds that are dry we will see that there is a hole in the soil going on what I am saying is you should see the knowledge what is the profit of the people think commercially people think agriculture cannot be commercial think commercially you should atleast find that
392,176,392,./audio_chunks/audio_176_chunk_392.mp3," , now i am hearing MLA i no matter how much struggle i have , i cannot say for how big my 돈 will become People buy or sell the whole wheat and collect it for so七 way only you shall make these ones"
393,176,393,./audio_chunks/audio_176_chunk_393.mp3," take a suggestion and then create your own marketing all this is scientific if you are a big farmer, do an IPO for IPO you need knowledge, if you are happy with the product, you will have knowledge about it the farmer producing organization is being implemented by our central government I am telling to a few farmers, do an IPO, do an IPO I have made about 200 farmers, another 200 farmers need to be made why? because the rate is low"
394,176,394,./audio_chunks/audio_176_chunk_394.mp3, they will not have awareness this is the concept what do you think about our Samagra Kursi sir after coming here I have not seen anything like this I have not seen Samagra Kursi in this mud actually many of my fans many people call me your people are very good they call you a lot they say they need training according to me 150 people have come for training
395,176,395,./audio_chunks/audio_176_chunk_395.mp3, why sir? because if you see from south side you can see the farm but if you see from our side no one does it they just grow it for a week and see what the next year will be and then they grow it for the next year sir from your youtube channel I am ready to answer all the critical questions what else can you say sir? some people don't know the difference between blood moon and shirga gandha see this is the main one
396,176,396,./audio_chunks/audio_176_chunk_396.mp3, the difference between Sri Gandha and Paravalambi Gida is that this is Paravalambi Gida there is no support for Gida and it is not good for this hosting is required people do this they come and ask me to do something you do it after Sri Gandha made Paravalambi Gida for that Sri Gandha Gida was made for wood purpose Paravalambi Gida was made for wood purpose not for wood purpose but to make Gida more supportive
397,176,397,./audio_chunks/audio_176_chunk_397.mp3, some people grow small ones like dvidele dhani and when they reach height they grow malabari some people grow nugga some grow hagse some grow mahagani some grow rebbe some grow rong in both the groups one of them becomes weak that is why Sri gandha needs a parallel blood cell does not need a parallel blood cell grows individually this is what Sri gandha means
398,176,398,./audio_chunks/audio_176_chunk_398.mp3," timber, wood and even oil in the past they used to take oil from the trees I have also heard that they used to give it to the trees this is the cost of Sri Ganda according to my knowledge this is going to wood Sri Ganda is very good in this world the costliest wood is Agarwood the costliest wood is Agarwood"
399,176,399,./audio_chunks/audio_176_chunk_399.mp3," we have training for agarwood we will give information about where to get agarwood agarwood is very costly sir, is it grown everywhere in Karnataka? in Karnataka it is grown in Karnataka, we have taken training in a royal padu we have given 10 sassi of agarwood it is grown there for that it has to be grafted at certain time but it is very costly we will give information about it"
400,176,400,./audio_chunks/audio_176_chunk_400.mp3," no sir, it will take place in the normal weather after the performances, there will be some scientific조 we will make kidnapping plan how long will it take for Sri gando?elt Battery will need at least 20 years that is what people say from this time it is 25-26 years old"
401,176,401,./audio_chunks/audio_176_chunk_401.mp3," Sir, how much can we grow per acre? Sir, depending on the acre you can grow it in main or sub-seed. Minimum, as far as I know, from 250 to 200 acres is comfortable. If you grow it in a very narrow area, it will not grow. See, our government is giving many schemes to the land. But the government schemes are not being used by the farmers. There are many schemes. All the departments have brochures."
402,176,402,./audio_chunks/audio_176_chunk_402.mp3," every training, every year, every week I am giving schemes to the government IHR schemes are there, all the workers should know after training we will give authorised certificate if you want to do loan or anything else, this certificate will be eligible all these will be very beneficial for you sir for example, if you grow a Sree ganda to 1 acre how much will it be seen in 20 years? no sir, little<|hr|>"
403,176,403,./audio_chunks/audio_176_chunk_403.mp3, the cost is 16 lakhs if it is oil then it is still a cost approximately 2-3 crores approximately from 2014-15 the government has given us the money to grow in the fields the number of trees that have grown is not as much as our numbers now there are some trees that have grown
404,176,404,./audio_chunks/audio_176_chunk_404.mp3," now if it grows in tons, it means it is 6-7 years old if it grows in 6-7 years, the number of sales will increase in tons then we will get clarity when it comes to Rakta Chandana, how much can it grow in an acre? same, it can grow in an acre to 200 if it grows in a single acre, it can grow to 250 how long will it take? same sir, it will take 20 years so how much will it grow in that? sir, Srigandhas will not come"
405,176,405,./audio_chunks/audio_176_chunk_405.mp3," 1 crore, 2 crore, approximately it can reach that much we don't know how it will be in future how is this ebbe used? there is a scientific fact about ebbe this is called halli ebbe many people don't know this concept in this ebbe, the first leaves of the ebbe are growing the ebbe is very tasty the stem is also very tasty"
406,176,406,./audio_chunks/audio_176_chunk_406.mp3, that tree will be built and the forest will be built the herb we are growing now is a little less tasty than the native herb but in future our stem will not grow into a hole we can change our stem also because of this herb we are not using native herb now the government is giving the herb which has been crossed we are getting it in our private nurseries name is tings
407,176,407,./audio_chunks/audio_176_chunk_407.mp3, in future you can use stem to sell for wood purpose if you sell using brokerism then it will reach to the level of construction if you sell using brokerism then it will be profitable what you need in agriculture is the importance of marketing system that is the main thing finally you need to know about the training system and agriculture
408,176,408,./audio_chunks/audio_176_chunk_408.mp3," what would you say to the youth? Sir, I would like to ask the youth to never leave the land of Pitharajitha as a dry land India is a land of agriculture every youth should not be bothered about the land of Pitharajitha even if it is 5,000 acres should take care of the land and make it a good place to grow trees and make it clean"
409,53,409,./audio_chunks/audio_53_chunk_409.mp3, So now I am putting increment borer to test the hot wood formation in the sun root tree. It is around 4 and half year old tree and girth is around 40 cm. And I am putting increment borer to remove the core sample to test the hot wood of the tree. So now I am putting increment borer. It is going inside and after that we remove the core sample.
410,53,410,./audio_chunks/audio_53_chunk_410.mp3, So in that core sample we can test the hotwood as well as sapwood. Spoon please. Now I have applied spoon and I am removing the core sample. So you will know what is the extent of hotwood here? Now it has started.
411,53,411,./audio_chunks/audio_53_chunk_411.mp3," I think the light smell is there. I think there is the initiation of the conversion of hardwood. There is a color change in the sapwood. So that is the indication of the formation of hardwood in the young tree also. Congratulations, very nice. Thank you. The light has come. It is not still but it has started. How do we close it? Will there be any..."
412,280,412,./audio_chunks/audio_280_chunk_412.mp3," Namaskara, I am Sharanayya Swami. We have given Srikanta, Magani, and Rakta Chandram to many people in Karnataka. We have also given Sakashtra to those who have given the same. In this one country, Sakashtra people have given Srikanta to the people of this country. They have given the same to the people of Karnataka. We have also given Sakashtra to those who have given the same."
413,280,413,./audio_chunks/audio_280_chunk_413.mp3," I felt very happy. I thought that I should take care of them in this situation. But now I am in a situation where I cannot take care of them in this situation. But when I went back from here two months ago, I felt very happy. I felt very happy to be with Sri Ganda Bile."
414,280,414,./audio_chunks/audio_280_chunk_414.mp3, The people of Balas are very long term. They have been living here for 3-4 years. They have been working hard to make this place a good place for farming. They have been working hard to make this place a good place for farming.
415,280,415,./audio_chunks/audio_280_chunk_415.mp3," Hello, Hello Sir, who are these three people who are familiar with the Kisanu news? They are Hishwara Pantha, Garje, Kadurthala and Chikmoolur district How many acres of land do you have? We have 8 acres All are coconut fields? Yes, we have coconut fields for 1-2 acres"
416,280,416,./audio_chunks/audio_280_chunk_416.mp3," and 3 acres of Ganda 3 acres of Ganda ok ok How did you get the permission to grow this Sriganda? Government gave permission and at that time I felt like growing it so I contacted Taktharana and before seeing other plants I asked Saranaya, Davinagar gave me a request and I got the permission"
417,280,417,./audio_chunks/audio_280_chunk_417.mp3," Sir, what month is this? This is not completed completely for one year. One year is not completed. One year is 10 days and now it is one year. From this month, it is from November to December. One year. How many feet is this? 8 feet. 8 feet or 10 feet. 8 feet or 10 feet. 9 feet."
418,280,418,./audio_chunks/audio_280_chunk_418.mp3," so you feel that your land is getting good? yes, our land is getting good our land is getting good some of the supportive plants are weak we don't need to take them we don't need any other plants there are no supportive plants it is very weak so you don't know what is needed for supporting? we have told you that we are going to support we have supported all of them ok then."
419,280,419,./audio_chunks/audio_280_chunk_419.mp3, we don't have time to do it again some places are good but here we need to be supportive they are saying that we need to be supportive they are saying we need to be supportive you see here how to place this log how to place it here is the log this is the place where the log is we need to place it here
420,280,420,./audio_chunks/audio_280_chunk_420.mp3,smok 어�ull is strongly increased and making the flower stronger we have it in our hurts How is the water cigarettes? we do is the way think we備utrigen We need a much bigger pot
421,280,421,./audio_chunks/audio_280_chunk_421.mp3," if we give water to the plant then it will not be affected if we give water to the plant then it will not be affected we don't ask for water in the rainy season it has been 3 months since we gave water to the plant it was raining and it was not affected so you have come here to say that it is successful yes, it is successful, all the plants are growing we have been here for 1 year"
422,280,422,./audio_chunks/audio_280_chunk_422.mp3," what about the land? it is about the land what do you think about the land? are there any doubts about it? what do you think about it? the doubts are the government's permission the land, all these are doubts we too are asked to go to the forest to get the land now if we see that land there is a jewellery shop there is a ATM we have to go there"
423,280,423,./audio_chunks/audio_280_chunk_423.mp3," But if we have the security, we can't do anything. We will be there for the next few days. The government has given permission. We will take the permission from the government and bring it to the water. You haven't brought it yet? No, not yet. Some people ask me, Sir, why do you take the police? Do you need permission? They ask me all kinds of questions. I don't think it's a good idea to bring it to the water."
424,280,424,./audio_chunks/audio_280_chunk_424.mp3," The police are not here, but the people are here. It is getting worse. What do you think about the other farmers? It is getting worse. The forest is getting better, the environment is getting better, the air is getting fresh. It is getting worse. In this rainy season, we have not seen any rain for the last 4-5 years. If it rains for the next 5-6 years, it will be very bad."
425,280,425,./audio_chunks/audio_280_chunk_425.mp3, this is going to produce coals and water and as the level increases the soil�심ken is broke That's why you have created this As
